,ID,SIT.BG.Traps,date_collection,date_release,sex,species,source,trap,number,days,treatment,lat.r,lon.r,lat.t,lon.t,distance
309,blue 7,Ae. aegypti - Blue,8/29/2018,8/21/2018,male,Ae. Aegypti,blue,7,0,8,release,29.899722,-81.301944,29.89833333,-81.29916667,309.4068369
311,blue 7,Ae. aegypti - Blue,8/24/2018,8/21/2018,male,Ae. Aegypti,blue,7,0,3,release,29.899722,-81.301944,29.89833333,-81.29916667,309.4068369
330,blue 8,Ae. aegypti - Blue,8/31/2018,8/21/2018,male,Ae. Aegypti,blue,8,0,10,release,29.899722,-81.301944,29.89944444,-81.30027778,163.7367791
336,blue 8,Ae. aegypti - Blue,8/22/2018,8/21/2018,male,Ae. Aegypti,blue,8,0,1,release,29.899722,-81.301944,29.89944444,-81.30027778,163.7367791
344,blue 8,Ae. aegypti - Blue,8/29/2018,8/21/2018,male,Ae. Aegypti,blue,8,0,8,release,29.899722,-81.301944,29.89944444,-81.30027778,163.7367791
346,blue 8,Ae. aegypti - Blue,8/24/2018,8/21/2018,male,Ae. Aegypti,blue,8,1,3,release,29.899722,-81.301944,29.89944444,-81.30027778,163.7367791
365,blue 9,Ae. aegypti - Blue,8/31/2018,8/21/2018,male,Ae. Aegypti,blue,9,0,10,release,29.899722,-81.301944,29.89888889,-81.30111111,122.7246941
371,blue 9,Ae. aegypti - Blue,8/22/2018,8/21/2018,male,Ae. Aegypti,blue,9,0,1,release,29.899722,-81.301944,29.89888889,-81.30111111,122.7246941
379,blue 9,Ae. aegypti - Blue,8/29/2018,8/21/2018,male,Ae. Aegypti,blue,9,0,8,release,29.899722,-81.301944,29.89888889,-81.30111111,122.7246941
381,blue 9,Ae. aegypti - Blue,8/24/2018,8/21/2018,male,Ae. Aegypti,blue,9,0,3,release,29.899722,-81.301944,29.89888889,-81.30111111,122.7246941
389,green 1,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,1,0,1,release,29.899837,-81.299867,29.89916667,-81.30333333,342.7331403
395,green 1,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,1,0,8,release,29.899837,-81.299867,29.89916667,-81.30333333,342.7331403
396,green 1,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,1,0,10,release,29.899837,-81.299867,29.89916667,-81.30333333,342.7331403
398,green 1,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,1,0,3,release,29.899837,-81.299867,29.89916667,-81.30333333,342.7331403
424,green 10,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,10,0,1,release,29.899837,-81.299867,29.8975,-81.30138889,298.7476825
430,green 10,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,10,0,8,release,29.899837,-81.299867,29.8975,-81.30138889,298.7476825
431,green 10,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,10,0,10,release,29.899837,-81.299867,29.8975,-81.30138889,298.7476825
433,green 10,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,10,0,3,release,29.899837,-81.299867,29.8975,-81.30138889,298.7476825
459,green 11,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,11,0,1,release,29.899837,-81.299867,29.89777778,-81.29944444,232.8301785
465,green 11,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,11,0,8,release,29.899837,-81.299867,29.89777778,-81.29944444,232.8301785
466,green 11,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,11,0,10,release,29.899837,-81.299867,29.89777778,-81.29944444,232.8301785
468,green 11,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,11,0,3,release,29.899837,-81.299867,29.89777778,-81.29944444,232.8301785
494,green 2,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,2,0,1,release,29.899837,-81.299867,29.89888889,-81.3025,275.1408016
500,green 2,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,2,0,8,release,29.899837,-81.299867,29.89888889,-81.3025,275.1408016
501,green 2,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,2,0,10,release,29.899837,-81.299867,29.89888889,-81.3025,275.1408016
503,green 2,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,2,0,3,release,29.899837,-81.299867,29.89888889,-81.3025,275.1408016
529,green 3,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,3,0,1,release,29.899837,-81.299867,29.89972222,-81.3025,254.4127123
535,green 3,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,3,0,8,release,29.899837,-81.299867,29.89972222,-81.3025,254.4127123
536,green 3,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,3,0,10,release,29.899837,-81.299867,29.89972222,-81.3025,254.4127123
538,green 3,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,3,0,3,release,29.899837,-81.299867,29.89972222,-81.3025,254.4127123
564,green 4,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,4,0,1,release,29.899837,-81.299867,29.9,-81.30083333,95.00226071
570,green 4,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,4,0,8,release,29.899837,-81.299867,29.9,-81.30083333,95.00226071
571,green 4,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,4,0,10,release,29.899837,-81.299867,29.9,-81.30083333,95.00226071
573,green 4,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,4,0,3,release,29.899837,-81.299867,29.9,-81.30083333,95.00226071
599,green 5,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,5,0,1,release,29.899837,-81.299867,29.9,-81.29972222,22.90088769
605,green 5,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,5,0,8,release,29.899837,-81.299867,29.9,-81.29972222,22.90088769
606,green 5,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,5,0,10,release,29.899837,-81.299867,29.9,-81.29972222,22.90088769
608,green 5,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,5,4,3,release,29.899837,-81.299867,29.9,-81.29972222,22.90088769
634,green 6,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,6,0,1,release,29.899837,-81.299867,29.89944444,-81.29888889,104.0153922
640,green 6,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,6,0,8,release,29.899837,-81.299867,29.89944444,-81.29888889,104.0153922
641,green 6,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,6,0,10,release,29.899837,-81.299867,29.89944444,-81.29888889,104.0153922
643,green 6,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,6,0,3,release,29.899837,-81.299867,29.89944444,-81.29888889,104.0153922
669,green 7,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,7,0,1,release,29.899837,-81.299867,29.89833333,-81.29916667,180.5167449
675,green 7,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,7,0,8,release,29.899837,-81.299867,29.89833333,-81.29916667,180.5167449
676,green 7,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,7,0,10,release,29.899837,-81.299867,29.89833333,-81.29916667,180.5167449
678,green 7,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,7,0,3,release,29.899837,-81.299867,29.89833333,-81.29916667,180.5167449
704,green 8,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,8,0,1,release,29.899837,-81.299867,29.89944444,-81.30027778,59.00082321
710,green 8,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,8,0,8,release,29.899837,-81.299867,29.89944444,-81.30027778,59.00082321
711,green 8,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,8,0,10,release,29.899837,-81.299867,29.89944444,-81.30027778,59.00082321
713,green 8,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,8,0,3,release,29.899837,-81.299867,29.89944444,-81.30027778,59.00082321
739,green 9,Ae. aegypti - Green,8/22/2018,8/21/2018,male,Ae. Aegypti,green,9,0,1,release,29.899837,-81.299867,29.89888889,-81.30111111,159.8557914
745,green 9,Ae. aegypti - Green,8/29/2018,8/21/2018,male,Ae. Aegypti,green,9,0,8,release,29.899837,-81.299867,29.89888889,-81.30111111,159.8557914
746,green 9,Ae. aegypti - Green,8/31/2018,8/21/2018,male,Ae. Aegypti,green,9,0,10,release,29.899837,-81.299867,29.89888889,-81.30111111,159.8557914
748,green 9,Ae. aegypti - Green,8/24/2018,8/21/2018,male,Ae. Aegypti,green,9,0,3,release,29.899837,-81.299867,29.89888889,-81.30111111,159.8557914
771,pink 1,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,1,0,10,release,29.898728,-81.301494,29.89916667,-81.30333333,184.0964794
772,pink 1,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,1,0,1,release,29.898728,-81.301494,29.89916667,-81.30333333,184.0964794
779,pink 1,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,1,0,8,release,29.898728,-81.301494,29.89916667,-81.30333333,184.0964794
788,pink 1,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,1,0,3,release,29.898728,-81.301494,29.89916667,-81.30333333,184.0964794
806,pink 10,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,10,0,10,release,29.898728,-81.301494,29.8975,-81.30138889,137.0761596
807,pink 10,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,10,0,1,release,29.898728,-81.301494,29.8975,-81.30138889,137.0761596
814,pink 10,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,10,0,8,release,29.898728,-81.301494,29.8975,-81.30138889,137.0761596
823,pink 10,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,10,1,3,release,29.898728,-81.301494,29.8975,-81.30138889,137.0761596
841,pink 11,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,11,0,10,release,29.898728,-81.301494,29.89777778,-81.29944444,224.2996261
842,pink 11,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,11,0,1,release,29.898728,-81.301494,29.89777778,-81.29944444,224.2996261
849,pink 11,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,11,0,8,release,29.898728,-81.301494,29.89777778,-81.29944444,224.2996261
858,pink 11,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,11,0,3,release,29.898728,-81.301494,29.89777778,-81.29944444,224.2996261
876,pink 2,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,2,0,10,release,29.898728,-81.301494,29.89888889,-81.3025,98.72092932
877,pink 2,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,2,0,1,release,29.898728,-81.301494,29.89888889,-81.3025,98.72092932
884,pink 2,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,2,0,8,release,29.898728,-81.301494,29.89888889,-81.3025,98.72092932
893,pink 2,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,2,0,3,release,29.898728,-81.301494,29.89888889,-81.3025,98.72092932
911,pink 3,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,3,0,10,release,29.898728,-81.301494,29.89972222,-81.3025,147.2214632
912,pink 3,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,3,0,1,release,29.898728,-81.301494,29.89972222,-81.3025,147.2214632
919,pink 3,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,3,0,8,release,29.898728,-81.301494,29.89972222,-81.3025,147.2214632
928,pink 3,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,3,0,3,release,29.898728,-81.301494,29.89972222,-81.3025,147.2214632
946,pink 4,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,4,0,10,release,29.898728,-81.301494,29.9,-81.30083333,155.2901273
947,pink 4,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,4,0,1,release,29.898728,-81.301494,29.9,-81.30083333,155.2901273
954,pink 4,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,4,0,8,release,29.898728,-81.301494,29.9,-81.30083333,155.2901273
963,pink 4,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,4,0,3,release,29.898728,-81.301494,29.9,-81.30083333,155.2901273
981,pink 5,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,5,0,10,release,29.898728,-81.301494,29.9,-81.29972222,222.0023678
982,pink 5,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,5,0,1,release,29.898728,-81.301494,29.9,-81.29972222,222.0023678
989,pink 5,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,5,0,8,release,29.898728,-81.301494,29.9,-81.29972222,222.0023678
998,pink 5,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,5,1,3,release,29.898728,-81.301494,29.9,-81.29972222,222.0023678
1016,pink 6,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,6,0,10,release,29.898728,-81.301494,29.89944444,-81.29888889,263.7491167
1017,pink 6,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,6,0,1,release,29.898728,-81.301494,29.89944444,-81.29888889,263.7491167
1024,pink 6,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,6,0,8,release,29.898728,-81.301494,29.89944444,-81.29888889,263.7491167
1033,pink 6,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,6,0,3,release,29.898728,-81.301494,29.89944444,-81.29888889,263.7491167
1051,pink 7,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,7,0,10,release,29.898728,-81.301494,29.89833333,-81.29916667,228.8532687
1052,pink 7,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,7,0,1,release,29.898728,-81.301494,29.89833333,-81.29916667,228.8532687
1059,pink 7,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,7,0,8,release,29.898728,-81.301494,29.89833333,-81.29916667,228.8532687
1068,pink 7,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,7,0,3,release,29.898728,-81.301494,29.89833333,-81.29916667,228.8532687
1086,pink 8,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,8,0,10,release,29.898728,-81.301494,29.89944444,-81.30027778,141.9021611
1087,pink 8,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,8,0,1,release,29.898728,-81.301494,29.89944444,-81.30027778,141.9021611
1094,pink 8,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,8,0,8,release,29.898728,-81.301494,29.89944444,-81.30027778,141.9021611
1103,pink 8,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,8,0,3,release,29.898728,-81.301494,29.89944444,-81.30027778,141.9021611
1121,pink 9,Ae. aegypti - Pink,8/31/2018,8/21/2018,male,Ae. Aegypti,pink,9,0,10,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1122,pink 9,Ae. aegypti - Pink,8/22/2018,8/21/2018,male,Ae. Aegypti,pink,9,0,1,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1129,pink 9,Ae. aegypti - Pink,8/29/2018,8/21/2018,male,Ae. Aegypti,pink,9,0,8,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1138,pink 9,Ae. aegypti - Pink,8/24/2018,8/21/2018,male,Ae. Aegypti,pink,9,1,3,release,29.898728,-81.301494,29.89888889,-81.30111111,41.06213139
1160,wild 1,An. punctipennis,8/22/2018,8/21/2018,male,An. punctipennis,wild,1,0,1,wild,0,0,0,0,0
1161,wild 1,An. quad.,8/22/2018,8/21/2018,male,An. quad.,wild,1,0,1,wild,0,0,0,0,0
1162,wild 1,An. walkeri,8/22/2018,8/21/2018,male,An. walkeri,wild,1,0,1,wild,0,0,0,0,0
1163,wild 1,Cq. perturbans,8/22/2018,8/21/2018,male,Cq. perturbans,wild,1,0,1,wild,0,0,0,0,0
1200,wild 1,An. punctipennis,8/24/2018,8/21/2018,male,An. punctipennis,wild,1,0,3,wild,0,0,0,0,0
1201,wild 1,An. quad.,8/24/2018,8/21/2018,male,An. quad.,wild,1,0,3,wild,0,0,0,0,0
1202,wild 1,An. walkeri,8/24/2018,8/21/2018,male,An. walkeri,wild,1,0,3,wild,0,0,0,0,0
1203,wild 1,Cq. perturbans,8/24/2018,8/21/2018,male,Cq. perturbans,wild,1,0,3,wild,0,0,0,0,0
1240,wild 1,An. punctipennis,8/29/2018,8/21/2018,male,An. punctipennis,wild,1,0,8,wild,0,0,0,0,0
1241,wild 1,An. quad.,8/29/2018,8/21/2018,male,An. quad.,wild,1,0,8,wild,0,0,0,0,0
1242,wild 1,An. walkeri,8/29/2018,8/21/2018,male,An. walkeri,wild,1,0,8,wild,0,0,0,0,0
1243,wild 1,Cq. perturbans,8/29/2018,8/21/2018,male,Cq. perturbans,wild,1,0,8,wild,0,0,0,0,0
1280,wild 1,An. punctipennis,8/31/2018,8/21/2018,male,An. punctipennis,wild,1,0,10,wild,0,0,0,0,0
1281,wild 1,An. quad.,8/31/2018,8/21/2018,male,An. quad.,wild,1,0,10,wild,0,0,0,0,0
1282,wild 1,An. walkeri,8/31/2018,8/21/2018,male,An. walkeri,wild,1,0,10,wild,0,0,0,0,0
1283,wild 1,Cq. perturbans,8/31/2018,8/21/2018,male,Cq. perturbans,wild,1,0,10,wild,0,0,0,0,0
1880,wild 1,Ae. atlanticus,8/22/2018,8/21/2018,male,Ae. Atlanticus,wild,1,0,1,wild,0,0,0,0,0
1881,wild 1,Ae. infirmatus,8/22/2018,8/21/2018,male,Ae. infirmatus,wild,1,0,1,wild,0,0,0,0,0
1882,wild 1,Ae. mitchellae,8/22/2018,8/21/2018,male,Ae. mitchellae,wild,1,0,1,wild,0,0,0,0,0
1883,wild 1,Ae. sollicitans,8/22/2018,8/21/2018,male,Ae. sollicitans,wild,1,0,1,wild,0,0,0,0,0
1884,wild 1,Ae. taen.,8/22/2018,8/21/2018,male,Ae. taen.,wild,1,0,1,wild,0,0,0,0,0
1885,wild 1,Ae. vexans,8/22/2018,8/21/2018,male,Ae. vexans,wild,1,0,1,wild,0,0,0,0,0
1886,wild 1,An. bradleyi,8/22/2018,8/21/2018,male,An. bradleyi,wild,1,0,1,wild,0,0,0,0,0
1887,wild 1,An. crucians,8/22/2018,8/21/2018,male,An. crucians,wild,1,0,1,wild,0,0,0,0,0
1920,wild 1,Ae. atlanticus,8/24/2018,8/21/2018,male,Ae. Atlanticus,wild,1,0,3,wild,0,0,0,0,0
1921,wild 1,Ae. infirmatus,8/24/2018,8/21/2018,male,Ae. infirmatus,wild,1,0,3,wild,0,0,0,0,0
1922,wild 1,Ae. mitchellae,8/24/2018,8/21/2018,male,Ae. mitchellae,wild,1,0,3,wild,0,0,0,0,0
1923,wild 1,Ae. sollicitans,8/24/2018,8/21/2018,male,Ae. sollicitans,wild,1,0,3,wild,0,0,0,0,0
1924,wild 1,Ae. taen.,8/24/2018,8/21/2018,male,Ae. taen.,wild,1,0,3,wild,0,0,0,0,0
1925,wild 1,Ae. vexans,8/24/2018,8/21/2018,male,Ae. vexans,wild,1,0,3,wild,0,0,0,0,0
1926,wild 1,An. bradleyi,8/24/2018,8/21/2018,male,An. bradleyi,wild,1,0,3,wild,0,0,0,0,0
1927,wild 1,An. crucians,8/24/2018,8/21/2018,male,An. crucians,wild,1,0,3,wild,0,0,0,0,0
1960,wild 1,Ae. atlanticus,8/29/2018,8/21/2018,male,Ae. Atlanticus,wild,1,0,8,wild,0,0,0,0,0
1961,wild 1,Ae. infirmatus,8/29/2018,8/21/2018,male,Ae. infirmatus,wild,1,0,8,wild,0,0,0,0,0
1962,wild 1,Ae. mitchellae,8/29/2018,8/21/2018,male,Ae. mitchellae,wild,1,0,8,wild,0,0,0,0,0
1963,wild 1,Ae. sollicitans,8/29/2018,8/21/2018,male,Ae. sollicitans,wild,1,0,8,wild,0,0,0,0,0
1964,wild 1,Ae. taen.,8/29/2018,8/21/2018,male,Ae. taen.,wild,1,0,8,wild,0,0,0,0,0
1965,wild 1,Ae. vexans,8/29/2018,8/21/2018,male,Ae. vexans,wild,1,0,8,wild,0,0,0,0,0
1966,wild 1,An. bradleyi,8/29/2018,8/21/2018,male,An. bradleyi,wild,1,0,8,wild,0,0,0,0,0
1967,wild 1,An. crucians,8/29/2018,8/21/2018,male,An. crucians,wild,1,0,8,wild,0,0,0,0,0
2000,wild 1,Ae. atlanticus,8/31/2018,8/21/2018,male,Ae. Atlanticus,wild,1,0,10,wild,0,0,0,0,0
2001,wild 1,Ae. infirmatus,8/31/2018,8/21/2018,male,Ae. infirmatus,wild,1,0,10,wild,0,0,0,0,0
2002,wild 1,Ae. mitchellae,8/31/2018,8/21/2018,male,Ae. mitchellae,wild,1,0,10,wild,0,0,0,0,0
2003,wild 1,Ae. sollicitans,8/31/2018,8/21/2018,male,Ae. sollicitans,wild,1,0,10,wild,0,0,0,0,0
2004,wild 1,Ae. taen.,8/31/2018,8/21/2018,male,Ae. taen.,wild,1,0,10,wild,0,0,0,0,0
2005,wild 1,Ae. vexans,8/31/2018,8/21/2018,male,Ae. vexans,wild,1,0,10,wild,0,0,0,0,0
2006,wild 1,An. bradleyi,8/31/2018,8/21/2018,male,An. bradleyi,wild,1,0,10,wild,0,0,0,0,0
2007,wild 1,An. crucians,8/31/2018,8/21/2018,male,An. crucians,wild,1,0,10,wild,0,0,0,0,0
2211,wild 1,An. perplexans,8/29/2018,8/21/2018,male,An. perplexans,wild,1,0,8,wild,0,0,0,0,0
2226,wild 1,Ae. aegypti - Male,8/22/2018,8/21/2018,male,Ae. Aegypti,wild,1,0,1,wild,0,0,0,0,0
2227,wild 1,Or. signifera,8/22/2018,8/21/2018,male,Or. signifera,wild,1,0,1,wild,0,0,0,0,0
2228,wild 1,Ps. ciliata,8/22/2018,8/21/2018,male,Ps. ciliata,wild,1,0,1,wild,0,0,0,0,0
2230,wild 1,Cs inornata,8/31/2018,8/21/2018,male,Cs inornata,wild,1,0,10,wild,0,0,0,0,0
2231,wild 1,Cs inornata,8/22/2018,8/21/2018,male,Cs inornata,wild,1,0,1,wild,0,0,0,0,0
2232,wild 1,Cs. melanura,8/22/2018,8/21/2018,male,Cs. melanura,wild,1,0,1,wild,0,0,0,0,0
2233,wild 1,Cx corronator,8/22/2018,8/21/2018,male,Cx corronator,wild,1,0,1,wild,0,0,0,0,0
2234,wild 1,Cx. erraticus,8/22/2018,8/21/2018,male,Cx. erraticus,wild,1,0,1,wild,0,0,0,0,0
2235,wild 1,Cx. nigripalpus,8/22/2018,8/21/2018,male,Cx. nigripalpus,wild,1,0,1,wild,0,0,0,0,0
2236,wild 1,Ae. albopictus-Female,8/22/2018,8/21/2018,female,Ae. Albopictus,wild,1,0,1,wild,0,0,0,0,0
2237,wild 1,Ae. albopictus-Male,8/22/2018,8/21/2018,male,Ae. Albopictus,wild,1,0,1,wild,0,0,0,0,0
2238,wild 1,Ae. aegypti - Female,8/22/2018,8/21/2018,female,Ae. Aegypti,wild,1,0,1,wild,0,0,0,0,0
2239,wild 1,An. perplexans,8/22/2018,8/21/2018,male,An. perplexans,wild,1,0,1,wild,0,0,0,0,0
2240,wild 1,Ae. aegypti - Male,8/24/2018,8/21/2018,male,Ae. Aegypti,wild,1,1,3,wild,0,0,0,0,0
2241,wild 1,Or. signifera,8/24/2018,8/21/2018,male,Or. signifera,wild,1,0,3,wild,0,0,0,0,0
2242,wild 1,Ps. columbiae,8/22/2018,8/21/2018,male,Ps. columbiae,wild,1,0,1,wild,0,0,0,0,0
2243,wild 1,Ps. cyanescens,8/22/2018,8/21/2018,male,Ps. cyanescens,wild,1,0,1,wild,0,0,0,0,0
2244,wild 1,Ps. ferox,8/22/2018,8/21/2018,male,Ps. ferox,wild,1,0,1,wild,0,0,0,0,0
2245,wild 1,Ps. howardii,8/22/2018,8/21/2018,male,Ps. howardii,wild,1,0,1,wild,0,0,0,0,0
2246,wild 1,Ur. lowwi,8/22/2018,8/21/2018,male,Ur. lowwi,wild,1,0,1,wild,0,0,0,0,0
2247,wild 1,Ur. sappharina,8/22/2018,8/21/2018,male,Ur. sapphirina,wild,1,0,1,wild,0,0,0,0,0
2248,wild 1,Tx. rutilus,8/22/2018,8/21/2018,male,Tx.rutilis,wild,1,0,1,wild,0,0,0,0,0
2249,wild 1,Cx. quinque.,8/22/2018,8/21/2018,male,Cx. quinque.,wild,1,0,1,wild,0,0,0,0,0
2251,wild 1,An. perplexans,8/31/2018,8/21/2018,male,An. perplexans,wild,1,0,10,wild,0,0,0,0,0
2252,wild 1,Ms. titillans,8/22/2018,8/21/2018,male,Ms. titillans,wild,1,0,1,wild,0,0,0,0,0
2253,wild 1,An. perplexans,8/24/2018,8/21/2018,male,An. perplexans,wild,1,0,3,wild,0,0,0,0,0
2254,wild 1,Ae. aegypti - Male,8/29/2018,8/21/2018,male,Ae. Aegypti,wild,1,0,8,wild,0,0,0,0,0
2255,wild 1,Ps. ciliata,8/24/2018,8/21/2018,male,Ps. ciliata,wild,1,0,3,wild,0,0,0,0,0
2258,wild 1,Cs inornata,8/24/2018,8/21/2018,male,Cs inornata,wild,1,0,3,wild,0,0,0,0,0
2259,wild 1,Cs. melanura,8/24/2018,8/21/2018,male,Cs. melanura,wild,1,0,3,wild,0,0,0,0,0
2260,wild 1,Cx corronator,8/24/2018,8/21/2018,male,Cx corronator,wild,1,0,3,wild,0,0,0,0,0
2261,wild 1,Cx. erraticus,8/24/2018,8/21/2018,male,Cx. erraticus,wild,1,0,3,wild,0,0,0,0,0
2262,wild 1,Wy. mitchelli,8/22/2018,8/21/2018,male,Wy. Mitchelli,wild,1,0,1,wild,0,0,0,0,0
2263,wild 1,Cx. restuans,8/22/2018,8/21/2018,male,Cx. restuans,wild,1,0,1,wild,0,0,0,0,0
2264,wild 1,Cx. salinarius,8/22/2018,8/21/2018,male,Cx. salinarius,wild,1,0,1,wild,0,0,0,0,0
2265,wild 1,Ae. aegypti - Female,8/24/2018,8/21/2018,female,Ae. Aegypti,wild,1,1,3,wild,0,0,0,0,0
2266,wild 1,Ms. titillans,8/24/2018,8/21/2018,male,Ms. titillans,wild,1,0,3,wild,0,0,0,0,0
2267,wild 1,Ms. titillans,8/29/2018,8/21/2018,male,Ms. titillans,wild,1,0,8,wild,0,0,0,0,0
2268,wild 1,Or. signifera,8/29/2018,8/21/2018,male,Or. signifera,wild,1,0,8,wild,0,0,0,0,0
